Record_ID,Date,Time,Zone,Area,Mobility_Demand,Trip_Count,Weather_Condition,Available_Vehicles,Delay_Minutes,Mode_of_Transportation,Latitude,Longitude,Possible_Reason
382,2025-05-08,08:15:00,East,Marathahalli,118.3,110,Sunny,43,4.8,Scooter,12.9591,77.6974,Typical morning peak-hour commuter demand
383,2025-05-08,14:30:00,North,Malleshwaram,39.5,35,Cloudy,91,0.8,Scooter,13.0035,77.5709,Normal afternoon demand under cloudy conditions
384,2025-05-08,19:15:00,West,Vijayanagar,69.5,65,Sunny,74,1.7,Metro,12.9719,77.529,Typical evening peak-hour commuter demand
385,2025-05-09,08:15:00,North,Yelahanka,67.1,53,Sunny,72,1.4,Scooter,13.1007,77.5963,Typical morning peak-hour commuter demand
386,2025-05-09,14:30:00,South,Koramangala,46.9,37,Cloudy,89,0.9,Bus,12.9352,77.6245,Normal afternoon demand under cloudy conditions
387,2025-05-09,19:15:00,East,Whitefield,114.6,107,Sunny,38,5.4,Bus,12.9698,77.75,Typical evening peak-hour commuter demand
388,2025-05-10,08:15:00,West,Rajajinagar,74.8,56,Rainy,65,2.0,Bus,12.9915,77.5525,Morning travel demand increased due to rainy weather
389,2025-05-10,14:30:00,Central,Richmond Town,60.3,51,Sunny,82,1.2,Scooter,12.9634,77.6041,Normal afternoon demand under sunny conditions
390,2025-05-10,19:15:00,East,Marathahalli,121.1,114,Cloudy,49,3.9,Scooter,12.9591,77.6974,Typical evening peak-hour commuter demand
391,2025-05-11,08:15:00,South,Jayanagar,88.9,84,Cloudy,66,2.4,Bike,12.9308,77.5838,Typical morning peak-hour commuter demand
392,2025-05-11,14:30:00,South,Jayanagar,43.0,33,Sunny,91,0.9,Bus,12.9308,77.5838,Normal afternoon demand under sunny conditions
393,2025-05-11,19:15:00,East,Indiranagar,129.5,98,Rainy,46,5.0,Car,12.9719,77.6412,Evening travel demand increased due to rainy weather
394,2025-05-12,08:15:00,South,HSR Layout,90.7,82,Sunny,55,2.8,Bus,12.9121,77.6446,Typical morning peak-hour commuter demand
395,2025-05-12,14:30:00,East,Indiranagar,50.4,47,Windy,92,1.0,Bike,12.9719,77.6412,Afternoon demand slightly reduced due to windy conditions
396,2025-05-12,19:15:00,North,Yelahanka,70.2,59,Sunny,77,1.4,Metro,13.1007,77.5963,Typical evening peak-hour commuter demand
397,2025-05-13,08:15:00,Central,Shivajinagar,135.2,119,Rainy,42,5.1,Car,12.9857,77.6058,Morning travel demand increased due to rainy weather
398,2025-05-13,14:30:00,South,Koramangala,46.2,43,Sunny,86,0.9,Bus,12.9352,77.6245,Normal afternoon demand under sunny conditions
399,2025-05-13,19:15:00,South,HSR Layout,101.6,79,Rainy,52,3.0,Bus,12.9121,77.6446,Evening travel demand increased due to rainy weather
400,2025-05-14,08:15:00,South,Koramangala,95.2,87,Sunny,58,3.1,Scooter,12.9352,77.6245,Typical morning peak-hour commuter demand
401,2025-05-14,14:30:00,Central,Richmond Town,63.7,58,Sunny,73,1.7,Car,12.9634,77.6041,Normal afternoon demand under sunny conditions
402,2025-05-14,19:15:00,South,HSR Layout,102.1,88,Sunny,55,3.2,Scooter,12.9121,77.6446,Typical evening peak-hour commuter demand
403,2025-05-15,08:15:00,Central,MG Road,106.6,91,Sunny,42,4.5,Metro,12.9758,77.6045,Typical morning peak-hour commuter demand
404,2025-05-15,14:30:00,East,Whitefield,55.4,44,Cloudy,80,1.1,Bus,12.9698,77.75,Normal afternoon demand under cloudy conditions
405,2025-05-15,19:15:00,West,Vijayanagar,72.3,58,Cloudy,68,2.0,Bus,12.9719,77.529,Typical evening peak-hour commuter demand
406,2025-05-16,08:15:00,North,Malleshwaram,94.6,90,Rainy,60,3.0,Bus,13.0035,77.5709,Morning travel demand increased due to rainy weather
407,2025-05-16,14:30:00,Central,Shivajinagar,52.4,45,Foggy,90,0.9,Car,12.9857,77.6058,Afternoon demand slightly reduced due to foggy conditions
408,2025-05-16,19:15:00,South,Koramangala,93.6,75,Sunny,59,3.0,Car,12.9352,77.6245,Typical evening peak-hour commuter demand
409,2025-05-17,08:15:00,North,Hebbal,76.0,66,Cloudy,71,1.8,Metro,13.0358,77.597,Typical morning peak-hour commuter demand
410,2025-05-17,14:30:00,Central,Shivajinagar,60.8,51,Cloudy,77,1.5,Scooter,12.9857,77.6058,Normal afternoon demand under cloudy conditions
411,2025-05-17,19:15:00,North,Hebbal,69.4,60,Windy,78,1.6,Scooter,13.0358,77.597,Evening demand slightly reduced due to windy conditions
412,2025-05-18,08:15:00,West,Vijayanagar,67.8,58,Rainy,70,1.6,Car,12.9719,77.529,Morning travel demand increased due to rainy weather
413,2025-05-18,14:30:00,East,Indiranagar,50.9,46,Windy,92,0.9,Car,12.9719,77.6412,Afternoon demand slightly reduced due to windy conditions
414,2025-05-18,19:15:00,West,Nagarbhavi,72.6,60,Rainy,68,1.9,Metro,12.9587,77.5041,Evening travel demand increased due to rainy weather
415,2025-05-19,08:15:00,South,HSR Layout,85.3,75,Sunny,56,2.4,Scooter,12.9121,77.6446,Typical morning peak-hour commuter demand
416,2025-05-19,14:30:00,West,Rajajinagar,35.0,28,Sunny,97,0.7,Bike,12.9915,77.5525,Normal afternoon demand under sunny conditions
417,2025-05-19,19:15:00,South,Koramangala,105.0,86,Cloudy,54,2.9,Bus,12.9352,77.6245,Typical evening peak-hour commuter demand
418,2025-05-20,08:15:00,South,Jayanagar,89.9,74,Rainy,55,2.3,Scooter,12.9308,77.5838,Morning travel demand increased due to rainy weather
419,2025-05-20,14:30:00,Central,Richmond Town,58.2,49,Sunny,86,1.2,Bus,12.9634,77.6041,Normal afternoon demand under sunny conditions
420,2025-05-20,19:15:00,South,Jayanagar,86.5,79,Cloudy,69,2.3,Metro,12.9308,77.5838,Typical evening peak-hour commuter demand
421,2025-05-21,08:15:00,South,HSR Layout,85.6,73,Sunny,72,1.8,Bus,12.9121,77.6446,Typical morning peak-hour commuter demand
422,2025-05-21,14:30:00,North,Malleshwaram,36.2,34,Windy,94,0.7,Bus,13.0035,77.5709,Afternoon demand slightly reduced due to windy conditions
423,2025-05-21,19:15:00,South,HSR Layout,102.9,96,Cloudy,61,2.7,Bike,12.9121,77.6446,Typical evening peak-hour commuter demand
424,2025-05-22,08:15:00,North,Yelahanka,65.7,58,Foggy,73,1.8,Bike,13.1007,77.5963,Morning demand slightly reduced due to foggy conditions
425,2025-05-22,14:30:00,East,Whitefield,46.9,42,Windy,91,0.9,Metro,12.9698,77.75,Afternoon demand slightly reduced due to windy conditions
426,2025-05-22,19:15:00,North,Malleshwaram,78.1,60,Sunny,75,1.9,Metro,13.0035,77.5709,Typical evening peak-hour commuter demand
427,2025-05-23,08:15:00,East,Whitefield,120.5,103,Rainy,31,6.3,Car,12.9698,77.75,Morning travel demand increased due to rainy weather
428,2025-05-23,14:30:00,East,Indiranagar,58.8,56,Sunny,78,1.3,Bus,12.9719,77.6412,Normal afternoon demand under sunny conditions
429,2025-05-23,19:15:00,West,Vijayanagar,78.3,74,Rainy,69,1.6,Bus,12.9719,77.529,Evening travel demand increased due to rainy weather
430,2025-05-24,08:15:00,East,Marathahalli,106.8,87,Sunny,46,3.5,Bike,12.9591,77.6974,Typical morning peak-hour commuter demand
431,2025-05-24,14:30:00,Central,MG Road,58.7,45,Windy,87,1.2,Scooter,12.9758,77.6045,Afternoon demand slightly reduced due to windy conditions
432,2025-05-24,19:15:00,Central,MG Road,126.4,118,Cloudy,43,5.3,Bike,12.9758,77.6045,Typical evening peak-hour commuter demand
433,2025-05-25,08:15:00,West,Rajajinagar,60.6,51,Foggy,84,1.4,Bus,12.9915,77.5525,Morning demand slightly reduced due to foggy conditions
434,2025-05-25,14:30:00,West,Nagarbhavi,30.8,26,Sunny,98,0.6,Bus,12.9587,77.5041,Normal afternoon demand under sunny conditions
435,2025-05-25,19:15:00,West,Nagarbhavi,61.7,47,Sunny,76,1.3,Metro,12.9587,77.5041,Typical evening peak-hour commuter demand
436,2025-05-26,08:15:00,North,Hebbal,69.6,60,Sunny,78,1.3,Bus,13.0358,77.597,Typical morning peak-hour commuter demand
437,2025-05-26,14:30:00,North,Yelahanka,37.3,34,Sunny,97,0.7,Car,13.1007,77.5963,Normal afternoon demand under sunny conditions
438,2025-05-26,19:15:00,East,Marathahalli,245.0,228,Rainy,9,46.5,Metro,12.9591,77.6974,Heavy rain and peak travel with low vehicle availability
439,2025-05-27,08:15:00,East,Indiranagar,107.0,83,Sunny,52,3.6,Car,12.9719,77.6412,Typical morning peak-hour commuter demand
440,2025-05-27,14:30:00,East,Whitefield,54.3,46,Sunny,90,0.9,Bike,12.9698,77.75,Normal afternoon demand under sunny conditions
441,2025-05-27,19:15:00,West,Rajajinagar,66.3,57,Sunny,84,1.2,Bike,12.9915,77.5525,Typical evening peak-hour commuter demand
442,2025-05-28,08:15:00,East,Indiranagar,110.8,95,Cloudy,54,2.9,Car,12.9719,77.6412,Typical morning peak-hour commuter demand
443,2025-05-28,14:30:00,East,Marathahalli,55.0,52,Sunny,83,1.2,Car,12.9591,77.6974,Normal afternoon demand under sunny conditions
444,2025-05-28,19:15:00,Central,Shivajinagar,126.9,100,Sunny,34,6.2,Metro,12.9857,77.6058,Typical evening peak-hour commuter demand
445,2025-05-29,08:15:00,South,Koramangala,97.3,80,Sunny,54,3.6,Bike,12.9352,77.6245,Typical morning peak-hour commuter demand
446,2025-05-29,14:30:00,West,Rajajinagar,30.9,28,Foggy,102,0.5,Bus,12.9915,77.5525,Afternoon demand slightly reduced due to foggy conditions
447,2025-05-29,19:15:00,Central,Shivajinagar,113.1,104,Sunny,57,3.6,Car,12.9857,77.6058,Typical evening peak-hour commuter demand
448,2025-05-30,08:15:00,South,Koramangala,85.2,75,Sunny,72,2.1,Bus,12.9352,77.6245,Typical morning peak-hour commuter demand
449,2025-05-30,14:30:00,South,Koramangala,48.6,42,Sunny,91,0.9,Car,12.9352,77.6245,Normal afternoon demand under sunny conditions
450,2025-05-30,19:15:00,South,Jayanagar,101.1,82,Rainy,63,2.5,Bike,12.9308,77.5838,Evening travel demand increased due to rainy weather
451,2025-05-31,08:15:00,Central,Richmond Town,121.6,95,Sunny,46,4.4,Scooter,12.9634,77.6041,Typical morning peak-hour commuter demand
452,2025-05-31,14:30:00,West,Nagarbhavi,38.4,35,Rainy,98,0.7,Bike,12.9587,77.5041,Afternoon travel demand increased due to rainy weather
453,2025-05-31,19:15:00,South,HSR Layout,98.2,77,Cloudy,66,2.3,Car,12.9121,77.6446,Typical evening peak-hour commuter demand
454,2025-06-01,08:15:00,West,Rajajinagar,78.6,61,Rainy,67,1.8,Metro,12.9915,77.5525,Morning travel demand increased due to rainy weather
455,2025-06-01,14:30:00,East,Marathahalli,59.1,46,Sunny,82,1.3,Bike,12.9591,77.6974,Normal afternoon demand under sunny conditions
456,2025-06-01,19:15:00,East,Whitefield,99.7,91,Foggy,52,3.5,Bus,12.9698,77.75,Evening demand slightly reduced due to foggy conditions
457,2025-06-02,08:15:00,North,Hebbal,81.2,62,Rainy,66,1.8,Scooter,13.0358,77.597,Morning travel demand increased due to rainy weather
458,2025-06-02,14:30:00,West,Rajajinagar,33.5,26,Sunny,97,0.6,Car,12.9915,77.5525,Normal afternoon demand under sunny conditions
459,2025-06-02,19:15:00,Central,Richmond Town,130.4,110,Cloudy,31,6.4,Car,12.9634,77.6041,Typical evening peak-hour commuter demand
460,2025-06-03,08:15:00,East,Whitefield,107.5,93,Sunny,56,3.5,Bike,12.9698,77.75,Typical morning peak-hour commuter demand
461,2025-06-03,14:30:00,East,Marathahalli,57.5,44,Cloudy,80,1.1,Car,12.9591,77.6974,Normal afternoon demand under cloudy conditions
462,2025-06-03,19:15:00,North,Malleshwaram,98.7,80,Rainy,52,3.7,Bike,13.0035,77.5709,Evening travel demand increased due to rainy weather
463,2025-06-04,08:15:00,South,Jayanagar,81.9,74,Sunny,67,2.1,Scooter,12.9308,77.5838,Typical morning peak-hour commuter demand
464,2025-06-04,14:30:00,East,Whitefield,51.4,47,Sunny,86,1.0,Bus,12.9698,77.75,Normal afternoon demand under sunny conditions
465,2025-06-04,19:15:00,East,Marathahalli,113.5,107,Sunny,42,4.8,Bike,12.9591,77.6974,Typical evening peak-hour commuter demand
466,2025-06-05,08:15:00,Central,MG Road,117.5,97,Sunny,34,6.4,Metro,12.9758,77.6045,Typical morning peak-hour commuter demand
467,2025-06-05,14:30:00,East,Marathahalli,53.5,47,Foggy,81,1.0,Car,12.9591,77.6974,Afternoon demand slightly reduced due to foggy conditions
468,2025-06-05,19:15:00,North,Malleshwaram,85.3,77,Sunny,63,2.3,Bus,13.0035,77.5709,Typical evening peak-hour commuter demand
469,2025-06-06,08:15:00,Central,Richmond Town,111.7,97,Sunny,49,3.5,Car,12.9634,77.6041,Typical morning peak-hour commuter demand
470,2025-06-06,14:30:00,Central,Richmond Town,60.2,50,Sunny,85,1.3,Metro,12.9634,77.6041,Normal afternoon demand under sunny conditions
471,2025-06-06,19:15:00,East,Whitefield,104.8,94,Foggy,44,4.6,Scooter,12.9698,77.75,Evening demand slightly reduced due to foggy conditions
472,2025-06-07,08:15:00,Central,MG Road,134.7,108,Rainy,40,4.9,Bus,12.9758,77.6045,Morning travel demand increased due to rainy weather
473,2025-06-07,14:30:00,East,Whitefield,59.7,47,Rainy,82,1.3,Car,12.9698,77.75,Afternoon travel demand increased due to rainy weather
474,2025-06-07,19:15:00,North,Malleshwaram,84.4,78,Windy,57,2.5,Bike,13.0035,77.5709,Evening demand slightly reduced due to windy conditions
475,2025-06-08,08:15:00,East,Indiranagar,104.6,82,Sunny,43,3.7,Car,12.9719,77.6412,Typical morning peak-hour commuter demand
476,2025-06-08,14:30:00,Central,Shivajinagar,68.6,61,Rainy,78,1.6,Scooter,12.9857,77.6058,Afternoon travel demand increased due to rainy weather
477,2025-06-08,19:15:00,Central,MG Road,117.4,105,Sunny,40,4.9,Bus,12.9758,77.6045,Typical evening peak-hour commuter demand
478,2025-06-09,08:15:00,West,Nagarbhavi,61.2,49,Sunny,83,1.1,Scooter,12.9587,77.5041,Typical morning peak-hour commuter demand
479,2025-06-09,14:30:00,West,Vijayanagar,32.2,25,Cloudy,99,0.5,Bus,12.9719,77.529,Normal afternoon demand under cloudy conditions
480,2025-06-09,19:15:00,East,Whitefield,98.7,92,Foggy,64,2.2,Bus,12.9698,77.75,Evening demand slightly reduced due to foggy conditions
481,2025-06-10,08:15:00,South,HSR Layout,80.1,72,Windy,70,1.8,Bike,12.9121,77.6446,Morning demand slightly reduced due to windy conditions
482,2025-06-10,14:30:00,North,Malleshwaram,35.2,32,Foggy,96,0.7,Bus,13.0035,77.5709,Afternoon demand slightly reduced due to foggy conditions
483,2025-06-10,19:15:00,Central,Richmond Town,113.4,99,Sunny,50,3.3,Scooter,12.9634,77.6041,Typical evening peak-hour commuter demand
484,2025-06-11,08:15:00,West,Vijayanagar,57.6,44,Sunny,78,1.2,Car,12.9719,77.529,Typical morning peak-hour commuter demand
485,2025-06-11,14:30:00,Central,Shivajinagar,60.4,53,Sunny,78,1.1,Scooter,12.9857,77.6058,Normal afternoon demand under sunny conditions
486,2025-06-11,19:15:00,West,Nagarbhavi,64.3,61,Sunny,76,1.5,Car,12.9587,77.5041,Typical evening peak-hour commuter demand
487,2025-06-12,08:15:00,South,HSR Layout,96.1,79,Sunny,67,2.4,Car,12.9121,77.6446,Typical morning peak-hour commuter demand
488,2025-06-12,14:30:00,North,Yelahanka,37.9,30,Sunny,99,0.6,Bus,13.1007,77.5963,Normal afternoon demand under sunny conditions
489,2025-06-12,19:15:00,Central,Richmond Town,119.2,94,Sunny,54,3.8,Bus,12.9634,77.6041,Typical evening peak-hour commuter demand
490,2025-06-13,08:15:00,West,Vijayanagar,69.9,60,Rainy,80,1.3,Car,12.9719,77.529,Morning travel demand increased due to rainy weather
491,2025-06-13,14:30:00,South,Jayanagar,42.9,38,Foggy,88,0.8,Bike,12.9308,77.5838,Afternoon demand slightly reduced due to foggy conditions
492,2025-06-13,19:15:00,North,Malleshwaram,78.3,60,Sunny,71,2.0,Bus,13.0035,77.5709,Typical evening peak-hour commuter demand
493,2025-06-14,08:15:00,West,Nagarbhavi,62.0,51,Sunny,86,1.1,Scooter,12.9587,77.5041,Typical morning peak-hour commuter demand
494,2025-06-14,14:30:00,South,Jayanagar,45.9,41,Sunny,88,0.8,Bus,12.9308,77.5838,Normal afternoon demand under sunny conditions
495,2025-06-14,19:15:00,West,Nagarbhavi,64.8,55,Sunny,79,1.2,Metro,12.9587,77.5041,Typical evening peak-hour commuter demand
496,2025-06-15,08:15:00,North,Yelahanka,68.7,53,Sunny,69,1.6,Metro,13.1007,77.5963,Typical morning peak-hour commuter demand
497,2025-06-15,14:30:00,North,Yelahanka,36.4,34,Windy,98,0.5,Metro,13.1007,77.5963,Afternoon demand slightly reduced due to windy conditions
498,2025-06-15,19:15:00,East,Whitefield,114.0,106,Sunny,47,4.8,Metro,12.9698,77.75,Typical evening peak-hour commuter demand
499,2025-06-16,08:15:00,South,Koramangala,88.1,80,Cloudy,70,2.0,Metro,12.9352,77.6245,Typical morning peak-hour commuter demand
500,2025-06-16,14:30:00,East,Whitefield,50.0,44,Sunny,92,0.9,Scooter,12.9698,77.75,Normal afternoon demand under sunny conditions
501,2025-06-16,19:15:00,Central,MG Road,127.7,120,Sunny,46,5.5,Bus,12.9758,77.6045,Typical evening peak-hour commuter demand
502,2025-06-17,08:15:00,East,Indiranagar,129.7,116,Rainy,27,8.1,Metro,12.9719,77.6412,Morning travel demand increased due to rainy weather
503,2025-06-17,14:30:00,Central,Richmond Town,62.5,47,Sunny,82,1.1,Scooter,12.9634,77.6041,Normal afternoon demand under sunny conditions
504,2025-06-17,19:15:00,East,Whitefield,127.7,107,Rainy,47,4.5,Metro,12.9698,77.75,Evening travel demand increased due to rainy weather
505,2025-06-18,08:15:00,North,Hebbal,77.1,65,Cloudy,63,2.3,Metro,13.0358,77.597,Typical morning peak-hour commuter demand
506,2025-06-18,14:30:00,North,Yelahanka,36.9,35,Cloudy,97,0.6,Car,13.1007,77.5963,Normal afternoon demand under cloudy conditions
507,2025-06-18,19:15:00,Central,Shivajinagar,110.4,83,Sunny,46,3.5,Car,12.9857,77.6058,Typical evening peak-hour commuter demand
508,2025-06-19,08:15:00,North,Yelahanka,67.4,59,Foggy,79,1.2,Bus,13.1007,77.5963,Morning demand slightly reduced due to foggy conditions
509,2025-06-19,14:30:00,West,Rajajinagar,32.4,24,Sunny,99,0.6,Bus,12.9915,77.5525,Normal afternoon demand under sunny conditions
510,2025-06-19,19:15:00,Central,Shivajinagar,144.1,120,Rainy,16,15.4,Scooter,12.9857,77.6058,Evening travel demand increased due to rainy weather
511,2025-06-20,08:15:00,Central,Shivajinagar,103.4,83,Sunny,56,3.0,Metro,12.9857,77.6058,Typical morning peak-hour commuter demand
512,2025-06-20,14:30:00,West,Nagarbhavi,28.7,25,Windy,102,0.5,Bike,12.9587,77.5041,Afternoon demand slightly reduced due to windy conditions
513,2025-06-20,19:15:00,Central,Richmond Town,133.4,121,Cloudy,31,8.0,Metro,12.9634,77.6041,Typical evening peak-hour commuter demand
514,2025-06-21,08:15:00,Central,Shivajinagar,105.1,80,Sunny,55,3.2,Metro,12.9857,77.6058,Typical morning peak-hour commuter demand
515,2025-06-21,14:30:00,South,Jayanagar,47.3,42,Cloudy,91,0.8,Bus,12.9308,77.5838,Normal afternoon demand under cloudy conditions
516,2025-06-21,19:15:00,South,Jayanagar,90.6,74,Cloudy,58,2.8,Bike,12.9308,77.5838,Typical evening peak-hour commuter demand
517,2025-06-22,08:15:00,East,Marathahalli,98.8,91,Windy,62,2.7,Metro,12.9591,77.6974,Morning demand slightly reduced due to windy conditions
518,2025-06-22,14:30:00,South,Koramangala,50.6,43,Sunny,82,1.0,Car,12.9352,77.6245,Normal afternoon demand under sunny conditions
519,2025-06-22,19:15:00,South,HSR Layout,96.7,86,Cloudy,56,3.4,Metro,12.9121,77.6446,Typical evening peak-hour commuter demand
520,2025-06-23,08:15:00,West,Rajajinagar,60.3,54,Sunny,75,1.1,Bus,12.9915,77.5525,Typical morning peak-hour commuter demand
521,2025-06-23,14:30:00,West,Vijayanagar,30.4,27,Sunny,99,0.5,Car,12.9719,77.529,Normal afternoon demand under sunny conditions
522,2025-06-23,19:15:00,West,Rajajinagar,76.0,70,Cloudy,66,2.0,Scooter,12.9915,77.5525,Typical evening peak-hour commuter demand
523,2025-06-24,08:15:00,West,Rajajinagar,65.7,51,Sunny,77,1.2,Scooter,12.9915,77.5525,Typical morning peak-hour commuter demand
524,2025-06-24,14:30:00,South,HSR Layout,48.6,44,Sunny,93,1.0,Car,12.9121,77.6446,Normal afternoon demand under sunny conditions
525,2025-06-24,19:15:00,South,HSR Layout,109.5,86,Rainy,48,3.3,Car,12.9121,77.6446,Evening travel demand increased due to rainy weather
526,2025-06-25,08:15:00,East,Marathahalli,108.8,94,Foggy,48,4.5,Scooter,12.9591,77.6974,Morning demand slightly reduced due to foggy conditions
527,2025-06-25,14:30:00,North,Malleshwaram,42.2,34,Cloudy,97,0.8,Scooter,13.0035,77.5709,Normal afternoon demand under cloudy conditions
528,2025-06-25,19:15:00,Central,Shivajinagar,110.2,91,Sunny,40,4.4,Bus,12.9857,77.6058,Typical evening peak-hour commuter demand
529,2025-06-26,08:15:00,North,Yelahanka,76.6,68,Sunny,69,1.6,Bike,13.1007,77.5963,Typical morning peak-hour commuter demand
530,2025-06-26,14:30:00,North,Malleshwaram,39.7,37,Foggy,91,0.6,Bus,13.0035,77.5709,Afternoon demand slightly reduced due to foggy conditions
531,2025-06-26,19:15:00,East,Indiranagar,123.1,99,Rainy,34,6.8,Bus,12.9719,77.6412,Evening travel demand increased due to rainy weather
532,2025-06-27,08:15:00,South,Koramangala,88.2,83,Sunny,64,2.3,Metro,12.9352,77.6245,Typical morning peak-hour commuter demand
533,2025-06-27,14:30:00,South,HSR Layout,49.5,45,Cloudy,84,1.2,Metro,12.9121,77.6446,Normal afternoon demand under cloudy conditions
534,2025-06-27,19:15:00,South,Koramangala,104.7,96,Cloudy,51,3.7,Bus,12.9352,77.6245,Typical evening peak-hour commuter demand
535,2025-06-28,08:15:00,East,Indiranagar,120.1,102,Rainy,40,4.2,Car,12.9719,77.6412,Morning travel demand increased due to rainy weather
536,2025-06-28,14:30:00,North,Yelahanka,41.2,38,Rainy,91,0.8,Metro,13.1007,77.5963,Afternoon travel demand increased due to rainy weather
537,2025-06-28,19:15:00,South,Koramangala,102.5,77,Cloudy,50,3.8,Metro,12.9352,77.6245,Typical evening peak-hour commuter demand
538,2025-06-29,08:15:00,West,Vijayanagar,68.5,61,Cloudy,79,1.7,Bus,12.9719,77.529,Typical morning peak-hour commuter demand
539,2025-06-29,14:30:00,Central,Shivajinagar,57.6,52,Foggy,81,1.1,Metro,12.9857,77.6058,Afternoon demand slightly reduced due to foggy conditions
540,2025-06-29,19:15:00,West,Nagarbhavi,73.4,68,Rainy,78,1.5,Metro,12.9587,77.5041,Evening travel demand increased due to rainy weather
541,2025-06-30,08:15:00,West,Nagarbhavi,56.6,52,Sunny,83,1.0,Bike,12.9587,77.5041,Typical morning peak-hour commuter demand
542,2025-06-30,14:30:00,South,Koramangala,47.3,42,Cloudy,86,0.8,Bus,12.9352,77.6245,Normal afternoon demand under cloudy conditions
543,2025-06-30,19:15:00,West,Vijayanagar,70.1,60,Sunny,69,1.6,Scooter,12.9719,77.529,Typical evening peak-hour commuter demand
544,2025-07-01,08:15:00,Central,Richmond Town,122.4,116,Cloudy,50,4.7,Car,12.9634,77.6041,Typical morning peak-hour commuter demand
545,2025-07-01,14:30:00,North,Hebbal,38.7,31,Sunny,92,0.7,Car,13.0358,77.597,Normal afternoon demand under sunny conditions
546,2025-07-01,19:15:00,South,Jayanagar,102.9,92,Rainy,53,3.8,Scooter,12.9308,77.5838,Evening travel demand increased due to rainy weather
547,2025-07-02,08:15:00,East,Whitefield,103.5,88,Windy,46,3.6,Bus,12.9698,77.75,Morning demand slightly reduced due to windy conditions
548,2025-07-02,14:30:00,West,Nagarbhavi,30.4,26,Sunny,101,0.5,Car,12.9587,77.5041,Normal afternoon demand under sunny conditions
549,2025-07-02,19:15:00,South,Koramangala,103.6,94,Rainy,47,3.6,Bus,12.9352,77.6245,Evening travel demand increased due to rainy weather
550,2025-07-03,08:15:00,East,Indiranagar,105.8,88,Foggy,52,3.8,Scooter,12.9719,77.6412,Morning demand slightly reduced due to foggy conditions
551,2025-07-03,14:30:00,South,Koramangala,50.0,38,Sunny,92,1.1,Car,12.9352,77.6245,Normal afternoon demand under sunny conditions
552,2025-07-03,19:15:00,West,Vijayanagar,67.3,56,Windy,79,1.3,Metro,12.9719,77.529,Evening demand slightly reduced due to windy conditions
553,2025-07-04,08:15:00,West,Nagarbhavi,50.9,40,Foggy,90,0.9,Scooter,12.9587,77.5041,Morning demand slightly reduced due to foggy conditions
554,2025-07-04,14:30:00,East,Indiranagar,64.2,56,Rainy,73,1.5,Bus,12.9719,77.6412,Afternoon travel demand increased due to rainy weather
555,2025-07-04,19:15:00,South,Koramangala,94.0,89,Sunny,57,2.6,Metro,12.9352,77.6245,Typical evening peak-hour commuter demand
556,2025-07-05,08:15:00,East,Marathahalli,110.1,95,Windy,40,5.0,Bus,12.9591,77.6974,Morning demand slightly reduced due to windy conditions
557,2025-07-05,14:30:00,Central,Richmond Town,65.8,57,Sunny,78,1.5,Bike,12.9634,77.6041,Normal afternoon demand under sunny conditions
558,2025-07-05,19:15:00,Central,Richmond Town,112.7,103,Windy,46,3.8,Bike,12.9634,77.6041,Evening demand slightly reduced due to windy conditions
559,2025-07-06,08:15:00,Central,Shivajinagar,104.4,94,Sunny,55,3.1,Scooter,12.9857,77.6058,Typical morning peak-hour commuter demand
560,2025-07-06,14:30:00,West,Vijayanagar,30.0,24,Windy,102,0.5,Scooter,12.9719,77.529,Afternoon demand slightly reduced due to windy conditions
561,2025-07-06,19:15:00,West,Rajajinagar,67.3,62,Sunny,82,1.3,Car,12.9915,77.5525,Typical evening peak-hour commuter demand
562,2025-07-07,08:15:00,Central,Shivajinagar,109.9,88,Windy,50,3.4,Bike,12.9857,77.6058,Morning demand slightly reduced due to windy conditions
563,2025-07-07,14:30:00,West,Nagarbhavi,32.3,28,Cloudy,100,0.5,Bus,12.9587,77.5041,Normal afternoon demand under cloudy conditions
564,2025-07-07,19:15:00,East,Marathahalli,110.6,96,Windy,53,3.0,Bus,12.9591,77.6974,Evening demand slightly reduced due to windy conditions
565,2025-07-08,08:15:00,Central,MG Road,121.8,96,Cloudy,51,3.8,Car,12.9758,77.6045,Typical morning peak-hour commuter demand
566,2025-07-08,14:30:00,Central,Richmond Town,69.1,52,Rainy,74,1.4,Metro,12.9634,77.6041,Afternoon travel demand increased due to rainy weather
567,2025-07-08,19:15:00,East,Indiranagar,118.5,90,Cloudy,54,3.6,Car,12.9719,77.6412,Typical evening peak-hour commuter demand
568,2025-07-09,08:15:00,North,Malleshwaram,80.2,71,Sunny,75,1.6,Scooter,13.0035,77.5709,Typical morning peak-hour commuter demand
569,2025-07-09,14:30:00,East,Indiranagar,62.6,58,Cloudy,76,1.6,Bus,12.9719,77.6412,Normal afternoon demand under cloudy conditions
570,2025-07-09,19:15:00,North,Yelahanka,77.7,70,Windy,65,2.3,Metro,13.1007,77.5963,Evening demand slightly reduced due to windy conditions
571,2025-07-10,08:15:00,Central,Richmond Town,130.0,109,Cloudy,27,9.1,Car,12.9634,77.6041,Typical morning peak-hour commuter demand
572,2025-07-10,14:30:00,North,Hebbal,40.0,36,Sunny,90,0.9,Bus,13.0358,77.597,Normal afternoon demand under sunny conditions
